,Aspects,SentimentScore
0,strategy,0.09925916230366494
1,game,0.2777808720691094
2,replayability,0.255633
3,card,0.13236219281663494
4,spire,0.07948270270270272
5,deck,0.09612543103448275
6,genre,0.21042965116279067
7,clan,0.04513372549019608
