,Aspects,SentimentScore
0,sim,0.2761065843621403
1,stuff,0.1990241935483871
2,plane,0.10414303797468344
3,simulator,0.24440111940298592
4,use,0.14877653631284923
5,fsx,0.12734505494505496
6,game,0.27631347995743355
7,edition,0.06552403846153844
