,Aspects,SentimentScore
0,bug,0.046515422885572144
1,dynasty,0.044656521739130435
2,access,0.028917177914110432
3,ea,0.23241562500000007
4,game,0.2349494352736765
5,grind,-0.0012270833333333346
6,devs,0.1383906976744186
7,concept,0.3982919354838711
