,Aspects,SentimentScore
0,gameplay,0.24346112866817257
1,subnautica,0.11969521316379976
2,game,0.2815954303020226
3,access,0.014346197827329881
4,ocean,0.0012045297372060757
5,creature,0.034469863745658746
6,biome,0.0779481343283583
7,experience,0.22488552808988793
