,Aspects,SentimentScore
0,ootp,0.29705625
1,year,0.03892352941176472
2,time,0.0819671875
3,life,0.06155294117647059
4,game,0.2427561027837251
5,mode,0.24179836065573762
6,team,0.28985988023952075
7,version,0.13482500000000003
