,Aspects,SentimentScore
0,sim,0.0977175572519084
1,content,0.06905
2,kid,0.2203222222222222
3,game,0.25448109028960775
4,origin,0.02211
5,time,0.0972521739130435
6,dlc,-0.0174864406779661
7,steam,0.07054705882352941
